GDP per Capita,Population Growth (%),Urban Population (%),Primary School Enrollment (%),Secondary School Enrollment (%),Tertiary School Enrollment (%),Mortality Rate Under-5 (per 1000),"Maternal Mortality Ratio (per 100,000)",Health Expenditure (% of GDP),Access to Electricity (%),Electricity from Renewable Sources (%),Renewable Energy Consumption (%),Year,Country
6253.16161272014,0.865464649421926,68.819,,,,,,,,,,2023,South Africa
6766.48125428394,0.841058243677696,68.335,,,,34.5,,,86.5,,,2022,South Africa
7073.61275415525,0.998920418563044,67.847,98.1153106689453,111.801963806152,25.3566093444824,34.7,,8.27309132,89.3,,9.7,2021,South Africa
5753.06649434631,1.22317929511453,67.354,99.7352600097656,110.017478942871,25.1296806335449,35.3,127.0,8.57258797,90.0,,9.8,2020,South Africa
6702.52661671812,1.29507386292128,66.856,101.256492614746,111.206802368164,24.0192794799805,35.6,118.0,8.24418926,85.0,,8.7,2019,South Africa
7067.72416483846,1.22553003994341,66.355,101.95011138916,108.520568847656,23.3899803161621,36.1,125.0,8.08820343,84.7,,8.0,2018,South Africa
6734.47515312493,0.387278487857363,65.85,104.854881286621,111.627403259277,21.4171295166016,36.6,133.0,7.97711229,84.4,,7.9,2017,South Africa
5735.06678717842,0.97200398206436,65.341,107.619003295898,109.774078369141,18.9649791717529,37.2,127.0,8.07959366,83.9,,7.8,2016,South Africa
6204.92990145846,2.07401685853513,64.828,111.678253173828,110.168930053711,18.8556098937988,37.8,141.0,8.05304241,85.3,2.25504182608132,7.6,2015,South Africa
6965.1378973693,1.57629422132566,64.312,109.028793334961,105.673553466797,18.138879776001,38.6,141.0,7.87136555,85.9,1.29313627636078,7.6,2014,South Africa
7441.23085399675,1.36162110707575,63.793,108.892738342285,102.973999023438,18.0946197509766,39.8,151.0,8.10322285,85.2,0.609023981800373,7.8,2013,South Africa
8173.8691381716,1.32915852455183,63.272,109.080718994141,92.5222702026367,17.2647495269775,41.7,164.0,8.00428867,85.2,0.602950810668738,8.3,2012,South Africa
8737.04126942435,1.26340561811428,62.746,108.391960144043,88.2877883911133,17.613000869751,45.5,194.0,7.94434404,83.6,0.918420809319814,9.0,2011,South Africa
8059.56279824609,1.19303600363508,62.218,107.648483276367,85.1267929077148,16.5820007324219,51.6,219.0,7.79358244,82.8,0.948380661450703,9.4,2010,South Africa
6444.18684044519,1.18929507013328,61.687,106.332817077637,83.7058792114258,,60.0,225.0,7.64941454,82.6,0.693636934546118,9.2,2009,South Africa
6251.87742691265,1.13308133870917,61.154,104.998100280762,81.6763763427734,,67.9,216.0,7.14832258,81.9,0.587823214712017,9.7,2008,South Africa
6662.06278541847,1.01387721267549,60.616,103.162117004395,82.5455474853516,,74.5,218.0,6.90510845,82.0,0.44299424184261,8.7,2007,South Africa
6139.58161766664,0.963593457802097,60.077,99.7244720458984,80.7229995727539,,78.7,208.0,6.87650871,80.7,1.26768480093761,9.3,2006,South Africa
5893.18707587233,0.945094240817718,59.536,97.6283874511719,78.0467529296875,,79.0,221.0,6.86216164,80.8,0.665138088450972,9.7,2005,South Africa
5268.27857621702,0.935290168887955,58.993,96.8669891357422,77.4297485351562,,77.5,232.0,6.938416,80.6,0.508031378408666,11.0,2004,South Africa
4095.68370023032,0.924209372808693,58.446,95.1319427490234,76.4124908447266,,76.3,205.0,7.04098177,78.8,0.417733342558638,11.8,2003,South Africa
2708.42333318343,0.910100943022538,57.898,93.3286209106445,76.9122772216797,,75.1,193.0,6.67774487,76.7,1.20879925330796,13.3,2002,South Africa
2867.47249671099,0.885660412204392,57.368,90.8689270019531,77.4757308959961,,73.2,168.0,7.12327909,70.2,1.1010073352452,15.0,2001,South Africa
3241.66139605189,0.962864025570883,56.891,89.8279724121094,78.1558532714844,,71.0,173.0,7.3366189,72.4,0.677453966329383,16.2,2000,South Africa
3267.93916857825,1.1115545448798,56.411,95.265251159668,82.5389862060547,,68.6,,,71.331787109375,0.460528285317979,17.7,1999,South Africa
3336.4396473055,1.24455268099471,55.93,96.5647888183594,85.8771896362305,,66.6,,,64.9,0.89971126462154,17.3,1998,South Africa
3731.43156053914,1.38627725951906,55.449,98.7422790527344,,,64.6,,,69.4833526611328,1.07723557669166,17.1,1997,South Africa
3654.9275981107,1.52408280185649,54.967,,,,62.7,,,57.6,0.69124192966275,17.4,1996,South Africa
3904.32423803244,1.64603954100981,54.486,100.725646972656,,,61.3,,,,0.285358262173578,18.1,1995,South Africa
3547.95174828899,1.7310430672935,54.004,101.223518371582,89.6537322998047,16.6343307495117,60.4,,,,0.59609375433611,18.6,1994,South Africa
3461.33391131874,1.81454621703216,53.521,,,14.1615800857544,60.0,,,,0.0842173268497528,18.6,1993,South Africa
3519.00129647168,2.05590495450165,53.038,,,11.9291000366211,60.2,,,,0.450955582074516,18.4,1992,South Africa
3304.82837710984,2.55839629290863,52.554,104.747467041016,86.8720092773438,10.8662099838257,61.0,,,,1.1891034880369,17.5,1991,South Africa
3160.87816137916,3.0783936947649,52.037,106.887573242188,80.1320037841797,10.0546197891235,62.3,,,,0.610696254194758,16.6,1990,South Africa
2794.39621172023,3.35237408677025,51.505,110.292922973633,71.9380264282227,9.72815990447998,64.1,,,,,,1989,South Africa
2780.58620680133,3.46780704688293,50.972,87.8341369628906,,8.98441028594971,66.3,,,,,,1988,South Africa
2672.6895377158,3.49767636658567,50.439,90.5673294067383,,,68.9,,,,,,1987,South Africa
2103.19171194125,3.27832628041109,49.905,91.4388809204102,,,71.8,,,,,,1986,South Africa
1909.73972201932,2.96094891488538,49.372,,,,75.0,,,,,,1985,South Africa
2590.01547951435,2.79449944833296,49.088,,,,78.4,,,,,,1984,South Africa
3019.09868445626,2.68036798668495,48.922,,,,82.0,,,,,,1983,South Africa
2769.09621224415,2.57905498141366,48.756,84.6667785644531,,,86.0,,,,,,1982,South Africa
3080.83301853785,2.57656501609284,48.591,86.8708190917969,,,90.3,,,,,,1981,South Africa
3034.66036635394,2.63607966695133,48.425,,,,94.9,,,,,,1980,South Africa
2196.69747134361,2.66104293845816,48.349,86.3846817016602,,,99.8,,,,,,1979,South Africa
1846.85220100289,2.697162875456,48.289,85.6235198974609,,,105.1,,,,,,1978,South Africa
1666.49563619103,2.6809957092095,48.229,91.3148880004883,,,110.7,,,,,,1977,South Africa
1554.00279783896,2.68810418678396,48.169,,,,116.7,,,,,,1976,South Africa
1664.48000596246,2.75682890221497,48.109,103.189598083496,,,122.9,,,,,,1975,South Africa
1650.48290014247,2.80855343866057,48.049,,,,129.3,,,,,,1974,South Africa
1364.20606063635,2.84541446569948,47.989,,,4.33644008636475,,,,,,,1973,South Africa
1034.49213981645,2.85517679409004,47.929,,,,,,,,,,1972,South Africa
1016.48336455713,2.92152362199403,47.869,,,,,,,,,,1971,South Africa
948.591793792672,3.01386109736621,47.809,100.297157287598,,3.93013000488281,,,,,,,1970,South Africa
887.246702285698,3.05802222356712,47.704,,,,,,,,,,1969,South Africa
813.508496698077,3.0868066719664,47.59,,,,,,,,,,1968,South Africa
775.152812003371,3.08929582395733,47.476,,,,,,,,,,1967,South Africa
718.118179105876,3.09221107092551,47.362,,,,,,,,,,1966,South Africa
681.13111132363,3.09150051024929,47.248,,,,,,,,,,1965,South Africa
